trnx_ID,amtFraud,ship_to_alternate_address,is_overnight_shipping,payment_network,payment_type,avs_response_code,number_items,avg_trnx_amount_per_item,is_promo_code_used,guest_checkout,is_night_order,is_phone_valid,email_on_file,session_length_in_mins,cookie_is_seen_before,is_browser_language_translated,is_IP_address_masked,email_domain,number_session_from_IP_past_24hr,ip_in_alternate_zip,dist_ip_to_home_zip,ip_address,Zipcode,Latitude,Longitude
OXXTNVI2JR,0,1,0,Amex,Credit,Y,2,85.26608209,0,1,0,1,0,20,0,0,1,aol.com,1,1,7.253699815,128.11.128.197,79705,32.02,-102.1
NFTU2K2U3R,0,0,1,Amex,Credit,A,4,126.3996995,0,1,0,1,1,12,0,0,1,aol.com,2,0,0,124.129.60.146,76164,32.75,-97.33
XR67LIU158,0,0,0,Other,Credit,Y,2,64.15983804,0,0,0,1,0,21,0,0,0,yahoo.com,2,0,0,213.183.186.148,32003,30.16,-81.7
NLDD60Z42N,0,0,0,Discover,Debit,Y,4,64.87566815,0,0,0,1,0,13,0,0,0,yahoo.com,3,0,0,34.59.227.75,19512,40.33,-75.63
OTUYTTVY4I,0,0,0,Visa,Credit,N,3,460.7822022,0,1,0,1,0,22,0,0,1,gotmail.net,3,0,0,41.25.146.150,13088,43.1,-76.21
5NNIEN4F64,0,0,0,Other,Credit,Z,3,71.95806197,1,1,0,1,0,15,0,1,0,gmail.com,4,0,0,209.221.231.9,91766,34.03,-117.75
BJPGSBOI8G,0,0,0,Amex,Credit,Y,4,113.6395814,0,1,0,0,0,12,0,0,0,yahoo.co.uk,2,0,0,196.121.211.28,21075,39.2,-76.75
TERFQLX1DS,0,1,0,Mastercard,Debit,A,2,125.981278,0,1,0,1,0,14,0,0,0,yahoo.com,1,0,0,56.188.173.221,11003,40.7,-73.7
AB0T27HJ56,0,0,1,Diners Club,Credit,Y,1,85.80926776,0,1,0,1,0,7,0,1,0,yahoo.com,1,0,0,66.54.159.230,42104,36.97,-86.44
N895ED8Y2A,0,0,0,Diners Club,Credit,Z,3,30.89192497,0,1,0,1,0,16,0,0,1,yopmail.com,2,1,4.032343703,208.110.6.193,2191,42.2,-70.94
0Z4YZ23TN5,0,1,0,Visa,Debit,Y,4,81.94218226,1,1,0,1,1,15,0,0,0,gmail.com,2,0,0,142.233.242.246,11420,40.67,-73.81
07FO67P3FN,0,1,0,Visa,Credit,Y,1,50.92320224,0,0,0,1,1,9,0,0,1,gmail.com,2,1,20.43748404,1.221.148.72,42003,37.07,-88.63
3E3FPRSY14,0,0,0,Amex,Credit,A,5,164.2079643,0,1,0,1,1,16,0,0,0,yahoo.com,1,0,0,121.72.202.234,13165,42.9,-76.86
E121IDFSW9,0,0,1,Visa,Credit,Y,3,38.22010782,0,0,0,1,1,15,0,0,1,gmail.com,2,1,71.98422964,198.207.37.144,38138,35.08,-89.79
793B0Q16H1,0,0,0,Diners Club,Debit,Y,2,39.16861685,0,1,0,1,0,20,0,0,0,yahoo.co.uk,3,1,7.556479309,194.130.183.44,64116,39.09,-94.58
JSG3VGHGQH,0,1,0,Discover,Credit,Z,3,93.28553702,0,1,0,1,1,19,0,0,0,gmail.com,3,0,0,212.204.123.49,2790,41.66,-71.1
NOIPL70T76,0,0,0,Diners Club,Credit,Y,4,26.02860054,0,1,0,1,0,25,1,0,1,xmaily.com,3,0,0,190.156.135.19,28379,34.93,-79.76
5ATS6G86X6,0,0,0,Diners Club,Credit,Y,3,57.74914221,0,1,0,1,1,14,1,0,0,yahoo.com,2,1,33.80083985,204.220.91.227,48438,42.91,-83.5
EB6Q9CCZAF,0,0,0,Mastercard,Credit,A,3,36.86338053,0,1,0,1,1,15,0,0,0,hotmail.com,2,1,11.47202683,199.32.169.103,37377,35.13,-85.34
26TLWBHLV9,0,0,0,Mastercard,Debit,Z,2,33.39517108,0,1,0,1,0,14,0,1,0,att.net,2,0,0,5.230.122.219,62521,39.85,-88.93
XX01FYEWUE,0,0,0,Visa,Debit,Z,1,88.71698857,0,0,1,1,0,18,1,0,0,gmail.com,2,0,0,44.193.234.17,92553,33.92,-117.24
PXPFEDJ6DT,0,0,0,Discover,Credit,Y,1,70.39775992,0,1,1,1,1,13,0,1,0,gmail.com,1,0,0,206.150.10.78,81067,38.04,-103.72
UTIEQYTTVB,96.03397655,1,1,Visa,Credit,Y,4,24.00849414,0,0,0,1,0,17,0,0,1,yahoo.com,1,1,8.014059485,194.184.103.163,32308,30.45,-84.28
7RQ53Z4E14,0,0,1,Mastercard,Credit,Y,3,64.24685532,0,1,0,1,1,15,0,0,0,gmail.com,3,1,8.409540601,194.199.60.176,33859,27.9,-81.58
YNJ12SJ24M,0,0,0,Diners Club,Debit,Z,5,49.40011487,0,1,0,1,0,8,0,1,0,gmail.com,2,0,0,201.92.252.187,49014,42.29,-85.22
S0ELC7CJAZ,0,1,0,Mastercard,Debit,A,3,147.2567158,0,1,0,1,0,16,0,0,0,aol.com,3,0,0,150.3.96.192,19135,39.95,-75.16
C15NY34W52,0,0,1,Visa,Credit,Y,3,133.5028126,0,1,0,1,1,12,1,1,0,yahoo.com,1,0,0,102.115.156.3,47712,37.98,-87.54
7PPVG4R7Q2,0,0,0,Visa,Credit,Y,2,56.90641272,0,1,0,1,1,11,0,0,1,gmail.com,1,0,0,214.232.243.105,8080,39.75,-75.09
LNB7JP01EB,0,0,0,JCB,Credit,Y,3,28.21178562,1,1,0,1,0,16,0,0,0,outlook.com,1,1,5.365438433,134.150.167.42,91405,34.2,-118.44
DPABIAVC1C,0,0,0,Visa,Debit,Y,3,107.0681092,0,1,0,1,0,18,0,0,0,hotmail.com,1,0,0,223.26.194.2,11234,40.64,-73.94
Y4PC1SX3E7,0,1,0,Visa,Credit,A,5,12.68887969,0,1,0,1,0,11,0,0,0,yopmail.com,4,0,0,128.244.142.88,96027,41.41,-123.02
KNJKYXNMG5,0,0,0,Mastercard,Credit,Y,3,186.1652147,0,1,0,1,0,16,0,0,0,yahoo.com,3,0,0,107.50.51.24,14903,42.08,-76.8
1L2FW9GJOO,0,0,0,Visa,Credit,Y,4,88.6014508,0,1,0,1,0,15,0,0,0,aol.com,2,0,0,155.163.125.42,95490,39.49,-123.36
673H7P4Z52,0,0,0,Mastercard,Credit,N,1,37.54161194,0,0,0,1,1,18,0,0,0,xmaily.com,1,0,0,218.214.57.176,8302,39.42,-75.22
AWM0NBWMMK,0,0,1,Discover,Credit,A,3,30.39727998,1,0,0,0,0,11,0,0,0,gmail.com,2,0,0,39.109.44.112,95835,38.69,-121.56
Y2DPSER117,0,0,0,Mastercard,Credit,Y,2,24.50248694,0,1,0,1,0,5,0,0,1,yopmail.com,3,0,0,192.150.61.186,66442,38.98,-96.62
7SC9CXHN72,0,0,0,Mastercard,Credit,Y,3,117.9701721,1,1,0,1,0,20,0,0,0,hotmail.com,2,0,0,149.230.143.210,22903,38.03,-78.48
MFZID4YZM3,0,0,1,Visa,Credit,Y,3,38.94811078,1,1,0,1,1,11,0,0,0,xmaily.com,2,0,0,148.158.221.192,11238,40.64,-73.94
IR8HE0G25Z,0,0,0,Amex,Credit,Y,5,194.1138601,0,1,0,1,1,15,0,0,0,gmail.com,4,0,0,215.219.56.92,11419,40.68,-73.82
WN3MJ9VQV1,139.8817403,0,1,Mastercard,Credit,A,3,46.62724676,0,1,1,1,0,16,0,0,1,gmail.com,2,0,0,181.113.56.176,94544,37.63,-122.04
L0O4ORWSZG,0,0,0,Other,Credit,Z,4,38.72382473,0,1,0,1,0,14,0,0,1,gmail.com,3,0,0,174.173.216.44,44105,41.47,-81.67
N2GK2XDLE7,0,0,0,Diners Club,Credit,Y,2,13.70470807,0,1,0,1,0,13,1,0,0,gmail.com,3,0,0,130.63.245.7,90005,34.05,-118.31
PU000WLTH5,0,1,0,Amex,Credit,Y,2,253.7011619,0,1,0,1,0,20,0,0,0,gotmail.net,1,0,0,193.197.155.244,85710,32.22,-110.82
OZ9IKSFVJM,0,0,1,Visa,Credit,A,2,67.13302864,0,1,0,1,0,16,1,0,0,yopmail.com,2,0,0,74.6.237.71,37355,35.46,-86.08
2NWA1YC796,0,0,0,JCB,Credit,Y,2,84.11897741,0,1,0,1,0,14,1,0,0,yahoo.com,2,0,0,213.35.0.218,17042,40.34,-76.42
IEJMMPSJOT,0,1,0,Discover,Credit,Y,3,39.67775047,0,1,0,1,0,15,0,0,0,outlook.com,2,0,0,212.3.18.171,28278,35.19,-80.83
ONLWPVJHDQ,0,0,0,Mastercard,Other,Y,3,134.2228143,0,1,0,1,0,13,0,0,0,yahoo.com,1,0,0,129.232.84.45,41018,39,-84.58
RI0FEEY8KP,0,1,1,Visa,Debit,Y,3,71.52960382,0,1,0,1,0,15,0,0,1,gmail.com,1,0,0,187.222.205.47,83301,42.41,-114.59
UGZD3PNE28,0,0,0,Mastercard,Credit,Y,1,83.20846294,0,1,0,1,0,17,0,0,0,xmaily.com,1,0,0,201.238.232.111,65037,38.3,-92.82
9MX5ZYA8W4,0,0,0,Amex,Credit,Y,2,243.1888644,0,1,0,1,1,10,0,0,1,yopmail.com,2,0,0,217.4.113.56,70003,29.99,-90.17
XS57XZFQJV,0,1,0,Amex,Credit,Y,2,118.4295784,0,0,0,1,0,10,0,1,0,yahoo.com,3,0,0,154.178.48.19,32955,28.31,-80.72
7O58QL4A7Z,0,0,0,Mastercard,Credit,Z,1,29.96549512,1,1,0,1,0,18,0,0,0,yopmail.com,3,1,26.29752147,6.154.29.42,35603,34.57,-86.98
ZZXIDTW8DN,0,0,1,Visa,Credit,A,2,30.21235107,0,1,0,1,1,26,0,0,0,att.net,1,0,0,170.61.217.255,61021,41.84,-89.47
GZIXPQBRCI,0,0,0,JCB,Debit,Z,3,35.72139912,0,1,0,1,0,14,0,0,0,gmail.com,2,0,0,123.221.21.64,45013,39.39,-84.56
406MTQYN67,0,0,0,Discover,Credit,Y,2,119.7959732,0,1,0,1,0,14,0,0,0,yopmail.com,1,1,7.593152065,207.127.9.186,1360,42.7,-72.43
G0V5WCDYD3,0,1,0,Mastercard,Credit,Y,1,13.83022387,0,1,0,1,0,14,0,1,0,gmail.com,3,1,33.44729012,206.223.98.87,71913,34.5,-93.05
52DW4M81ON,0,0,0,Amex,Credit,Y,2,53.13752279,0,1,0,1,0,23,0,0,0,gmail.com,1,1,17.76702374,192.60.68.118,77505,29.66,-95.15
0607L97VR0,0,0,0,Visa,Credit,Y,2,11.97360123,0,1,0,1,0,10,0,0,1,yahoo.com,1,0,0,22.94.79.81,21222,39.26,-76.49
TZ9DEMJIDO,0,0,0,Discover,Debit,Y,2,101.7898597,1,1,0,1,1,18,0,0,0,yahoo.com,1,0,0,202.64.89.125,28777,35.91,-82.06
K0Y5FX4YM6,0,0,0,Mastercard,Credit,Y,3,23.94205266,0,0,0,0,0,16,1,0,1,yopmail.com,4,0,0,138.194.240.31,20137,38.81,-77.72
KYMYULS27O,0,0,0,Diners Club,Credit,Y,3,11.64607805,0,1,0,1,0,12,0,0,0,yopmail.com,1,0,0,181.126.124.128,95356,37.72,-121.03
20ULYAP4WN,0,0,0,Other,Credit,N,2,42.50344397,0,1,0,1,0,10,0,0,0,gmail.com,1,0,0,200.199.91.228,15317,40.26,-80.18
EZZNLH6LWU,0,1,0,Mastercard,Credit,A,5,11.33294294,0,1,0,1,1,10,0,0,0,yahoo.com,1,0,0,204.84.7.115,15120,40.4,-79.9
XJFA405OUA,0,1,0,JCB,Credit,Y,5,65.40148179,0,1,0,1,0,14,0,0,0,yopmail.com,2,0,0,143.211.124.148,46074,40.04,-86.13
U18AJ1EQ37,0,0,0,Visa,Debit,Z,2,37.67991097,0,1,0,1,0,14,0,1,0,gmail.com,3,0,0,148.57.241.201,84037,41.02,-111.92
X9H2XOIY7H,0,0,0,Mastercard,Credit,Y,5,98.22632859,0,1,0,1,0,14,0,0,0,aol.com,2,0,0,214.23.24.147,11435,40.68,-73.78
64ALLB1QA1,0,0,0,Amex,Credit,Y,3,72.02025146,0,0,0,1,1,18,0,0,0,yahoo.com,3,0,0,222.116.239.131,92243,32.77,-115.6
7KN3TYQDWN,0,0,0,Diners Club,Credit,Y,2,115.7261297,0,1,1,1,1,16,0,0,0,aol.com,2,0,0,216.163.118.110,43610,41.66,-83.58
2PILLQHWRW,0,0,0,Diners Club,Credit,Y,1,75.72637197,0,1,0,1,0,12,0,0,0,hotmail.com,1,0,0,200.91.122.226,75069,33.2,-96.65
5MIXPHRYF2,0,1,0,Visa,Debit,Y,3,90.87186466,0,0,0,1,1,14,0,0,0,outlook.com,5,0,0,179.120.244.130,11385,40.7,-73.89
776RWMSG3Q,0,1,0,Visa,Credit,Y,2,114.9819713,0,1,0,1,0,22,0,0,0,xmaily.com,2,0,0,37.238.226.82,30236,33.52,-84.35
OFYA3SSWRC,0,0,0,Visa,Credit,Y,2,237.5995611,0,1,0,1,0,20,0,0,0,yahoo.com,3,0,0,191.51.106.238,11423,40.71,-73.76
YS5R36EWSE,0,1,0,Other,Debit,Y,2,57.5420066,0,1,0,1,0,18,0,0,1,gmail.com,1,0,0,215.245.193.50,76039,32.84,-97.07
4GUJEMTBC0,0,1,0,Discover,Debit,Y,2,12.55099641,0,1,1,1,0,16,0,0,0,gmail.com,2,1,42.61373147,94.134.64.112,77346,29.99,-95.26
CDEPFV4STU,0,1,0,Amex,Credit,Y,2,70.78538371,0,1,0,1,0,17,0,0,0,outlook.com,2,0,0,163.111.12.56,63144,38.63,-90.24
ZKFLR0XQDL,156.5001343,0,0,Mastercard,Credit,Y,3,52.16671143,0,1,0,0,0,14,0,0,1,yahoo.com,2,0,0,34.13.227.52,22630,38.92,-78.18
SUHDJKD8GB,0,0,0,Mastercard,Credit,Y,2,44.29005057,0,1,1,1,0,11,0,0,0,att.net,2,1,8.149464624,120.159.17.54,20866,39.11,-76.93
0DY2E9CVLO,0,1,0,Mastercard,Credit,Y,2,58.49116745,0,1,0,1,0,15,0,0,0,yahoo.co.uk,1,1,43.27331325,100.220.228.3,93660,36.59,-120.19
82HZT9FXLV,0,0,0,Amex,Credit,Y,3,126.6586904,0,1,0,1,1,16,0,0,0,xmaily.com,2,0,0,66.92.228.137,85350,32.53,-114.71
HMFTTNQ6EL,63.79941221,1,1,Discover,Credit,Y,1,63.79941221,0,1,0,1,1,12,0,0,0,hotmail.com,1,1,34.88348183,107.50.204.148,17602,40.04,-76.3
1DWABIWG3Q,0,1,0,Discover,Credit,Z,3,16.12017532,0,1,0,1,1,16,0,0,0,gmail.com,2,0,0,82.92.84.90,76182,32.86,-97.21
N8T9GLDMEQ,0,1,1,Amex,Credit,Y,4,12.26301855,0,0,0,1,0,10,0,0,0,hotmail.com,1,0,0,219.6.163.52,70726,30.47,-90.95
YWIB7C9J8O,0,0,0,JCB,Credit,Y,3,77.54871749,0,1,0,0,1,15,0,0,1,gmail.com,1,0,0,198.234.17.154,35020,33.37,-86.96
W7EGGGEIZY,37.26788188,0,0,Visa,Credit,A,1,37.26788188,0,1,0,0,0,19,0,1,0,xmaily.com,2,1,6.168567043,82.56.236.230,30132,33.91,-84.83
AZXC8DVWIS,0,0,0,Visa,Credit,Z,2,53.16879669,0,1,0,1,1,21,0,0,1,outlook.com,2,0,0,199.72.152.229,85714,32.16,-110.91
7GOKLCL0R0,0,0,0,Mastercard,Credit,Y,2,144.2700292,0,1,0,1,0,20,0,0,1,gmail.com,1,0,0,195.11.47.149,90221,33.87,-118.21
NGQK7ZC58Y,57.03227075,0,0,Mastercard,Credit,A,1,57.03227075,0,0,0,1,1,15,0,0,1,hotmail.com,2,0,0,86.249.136.97,28314,35.05,-78.87
H2UOFRZN42,0,0,0,Visa,Credit,Y,2,44.16835262,0,0,0,0,1,17,0,0,0,gmail.com,1,0,0,197.108.211.112,31744,31.31,-83.91
MSEUXRCVP6,295.9962586,0,0,JCB,Credit,A,3,98.66541953,0,1,0,1,0,10,0,0,1,outlook.com,2,1,15.57171989,223.155.128.27,43528,41.62,-83.7
U5FSYQS9C7,0,0,0,Diners Club,Credit,Y,2,118.7857927,0,1,0,1,0,11,0,0,0,gmail.com,1,1,38.09259068,110.158.138.155,44017,41.36,-81.86
YGQWPKB3I9,0,0,0,Mastercard,Credit,Z,3,19.34747408,0,0,0,1,0,12,0,0,0,xmaily.com,1,1,12.73906956,44.60.144.77,92354,34.05,-117.24
KK32MODMSP,0,1,0,Amex,Credit,Y,4,64.84771599,0,1,0,1,1,8,0,0,0,xmaily.com,2,0,0,194.120.17.45,38827,34.5,-88.2
YEGNJ08JH8,195.3697674,0,0,Amex,Credit,N,3,65.12325579,1,1,0,1,0,15,0,0,0,yopmail.com,3,0,0,167.41.94.17,85308,33.66,-112.18
S2LFIG4ZYT,0,1,0,Visa,Credit,Y,4,183.945772,0,1,0,1,1,16,0,0,0,yopmail.com,1,0,0,64.90.44.122,93906,36.72,-121.63
UA3PO3SGW7,0,0,0,Visa,Credit,A,2,193.2467698,0,1,0,1,1,12,0,0,0,att.net,3,1,24.25376978,77.94.5.160,77386,30.06,-95.38
RJOPU3SN88,190.0923711,1,1,Mastercard,Credit,N,2,95.04618555,0,1,0,1,0,9,0,0,1,att.net,4,0,0,81.165.2.18,32708,28.68,-81.27
DX91LB4F85,198.1367805,1,1,Mastercard,Debit,Y,2,99.06839027,0,1,0,1,1,17,0,0,0,yopmail.com,1,0,0,79.212.184.198,44077,41.72,-81.24
8E0PHUOH20,0,0,0,Visa,Credit,Y,1,49.2452699,0,1,0,1,0,11,0,0,1,gmail.com,3,1,41.59032516,173.251.16.118,93101,34.41,-119.7
DHVPVGMD11,344.7244315,1,0,Amex,Credit,Y,4,86.18110787,0,1,0,1,0,14,0,0,0,gmail.com,4,1,52.38840563,201.221.137.89,10528,41.02,-73.72
2QPX85LDMS,0,0,0,Mastercard,Other,Y,2,22.89503379,0,1,0,1,0,11,0,0,0,gmail.com,1,1,13.70714419,35.215.135.219,21220,39.33,-76.43
IXDQ8926PR,0,0,1,Mastercard,Debit,Z,1,59.11411985,0,0,0,1,1,13,0,0,0,yahoo.com,2,0,0,27.52.3.188,92506,33.92,-117.36
S0S6CNK8CF,0,0,0,Amex,Credit,A,2,19.72361978,0,1,0,1,0,14,0,0,0,gotmail.net,1,1,28.2256846,39.222.190.178,73013,35.67,-97.41
M26WJ3L6UN,0,0,0,JCB,Credit,Y,1,38.68597198,0,0,0,1,0,24,0,0,0,yahoo.com,1,0,0,195.0.100.76,48708,43.59,-83.88
7S6AFS28AQ,200.14858,0,1,Amex,Credit,Y,3,66.71619334,0,0,0,1,1,21,0,0,1,gmail.com,6,0,0,167.137.51.243,78947,30.41,-97
T2FFRWPJQ2,0,1,0,Discover,Credit,Y,2,48.8446654,0,1,0,1,0,25,0,0,0,hotmail.com,2,1,12.46602529,68.19.105.65,10280,40.71,-73.99
F2FX830T9R,34.06133681,1,0,Amex,Credit,Y,2,17.0306684,0,1,0,1,0,16,0,0,0,yahoo.com,1,1,55.97036949,143.113.49.226,23111,37.62,-77.35
G0GRF192Q2,0,0,0,JCB,Credit,Y,3,54.00681758,0,1,0,1,0,23,0,0,0,xmaily.com,1,0,0,214.84.81.10,21136,39.45,-76.81
OQQ52HPCP0,0,0,0,Discover,Credit,Y,5,57.33419767,0,1,0,1,0,16,0,0,0,outlook.com,4,0,0,166.222.212.81,76010,32.69,-97.12
BTOOK8DO8K,0,1,0,Amex,Credit,Y,4,116.2309,0,0,1,1,1,15,0,0,0,att.net,2,0,0,167.183.242.182,27041,36.38,-80.47
Z3BWQGLWO4,181.8327556,0,1,Visa,Credit,Z,5,36.36655112,0,1,0,1,0,28,0,0,0,gmail.com,1,1,20.03242256,198.51.13.37,11023,40.8,-73.73
BW03FUAC74,0,0,0,Mastercard,Debit,Y,3,19.39446273,0,0,1,0,0,16,0,0,0,xmaily.com,1,1,35.01709872,198.155.46.152,24635,37.3,-81.34
OI3TZ1XPM7,0,1,1,Mastercard,Credit,A,1,51.33459513,0,1,0,1,0,11,0,0,0,gmail.com,2,0,0,30.56.107.168,3106,43.09,-71.45
UO9ZFGYKIC,0,0,1,Visa,Debit,Z,2,88.14877622,0,1,0,1,0,16,0,0,1,yopmail.com,3,1,63.21449653,199.79.125.118,60465,41.69,-87.82
S38ZCSX2LD,0,0,0,Amex,Credit,Y,1,117.1954604,0,1,0,1,0,16,0,0,0,gmail.com,1,1,8.11356593,163.210.132.89,95602,39,-121.09
OU5YJFKWHW,0,1,0,Amex,Credit,Y,4,78.77445403,0,1,0,1,0,10,0,0,1,yahoo.co.uk,2,0,0,118.25.122.115,38012,35.59,-89.25
PURYBVJN05,0,0,0,Mastercard,Credit,A,1,56.53277543,0,1,0,1,1,13,0,0,0,gmail.com,3,0,0,130.242.250.61,72022,34.61,-92.49
Z0WGKYKISY,0,0,0,Mastercard,Credit,Y,3,113.3204674,0,0,1,1,1,12,0,0,1,outlook.com,2,1,30.21091352,110.61.245.242,97527,42.37,-123.39
B7A6Q8DZUF,0,1,0,Mastercard,Debit,Y,3,46.92749356,0,1,0,1,0,21,0,0,1,outlook.com,2,1,43.78855114,122.170.91.31,19050,39.94,-75.27
XOXW281OL0,0,0,0,Mastercard,Credit,N,3,22.4992792,1,0,0,1,0,13,0,0,0,aol.com,2,0,0,198.199.255.193,53573,43.18,-90.43
9XK5NH68K8,0,0,0,Visa,Credit,N,3,98.21213484,0,1,0,1,1,13,0,0,1,yopmail.com,3,0,0,176.79.244.181,75252,32.79,-96.76
CRIAOSEAK6,0,0,0,Other,Credit,Y,5,58.13533402,0,1,0,1,1,14,0,0,0,yahoo.com,2,1,13.47364738,86.79.226.24,7059,40.63,-74.51
T56ER94QXD,0,0,0,Mastercard,Debit,Y,4,126.9521998,0,1,0,1,1,11,0,0,0,xmaily.com,2,1,14.89442867,40.8.149.189,95340,37.29,-120.48
QCG6WNI51C,0,0,0,Visa,Credit,Y,3,28.8661736,0,1,0,1,0,12,0,0,0,hotmail.com,2,0,0,198.206.212.15,89101,36.17,-115.12
HOB9FQ6Y7A,0,1,0,Discover,Credit,Y,2,25.24004304,0,1,0,1,1,15,0,0,0,gmail.com,1,1,3.888502045,149.27.95.168,90016,34.02,-118.35
L41L6XZ6CK,0,0,0,Mastercard,Debit,A,3,57.44810784,0,1,0,1,1,17,0,0,1,yahoo.com,4,0,0,180.200.52.244,67209,37.68,-97.34
ZJIFIK2EP4,5.632223082,0,0,Visa,Credit,A,1,5.632223082,1,1,0,1,0,15,0,1,1,yahoo.com,3,0,0,220.14.56.244,91803,34.07,-118.14
J9C8HERBYC,0,0,0,Diners Club,Credit,A,1,106.2124392,0,1,0,1,1,13,0,0,0,yahoo.co.uk,3,0,0,214.211.20.237,94577,37.71,-122.16
VTRXWFHBIL,0,0,0,Visa,Credit,Y,1,61.07558907,0,1,0,1,1,11,1,0,0,yopmail.com,1,1,5.596438175,205.185.96.154,11234,40.64,-73.94
TSM7Y3U17U,0,0,0,Mastercard,Credit,Y,3,105.9188635,0,1,0,1,0,21,0,0,0,gotmail.net,1,1,22.98040304,163.20.172.40,32064,30.29,-82.98
62L2RYUR3E,0,0,0,Mastercard,Credit,A,6,152.2038659,0,1,0,1,0,16,0,0,0,xmaily.com,2,1,8.974600452,197.122.83.237,14127,42.76,-78.74
3JK45L016D,0,1,0,Other,Debit,A,3,130.1806921,0,1,0,1,0,14,0,0,0,att.net,2,1,15.78309126,177.120.208.76,78207,29.45,-98.5
YQQ1ZOVLBJ,0,1,1,Mastercard,Credit,Y,1,223.0284893,0,1,0,1,0,14,0,0,0,att.net,2,0,0,71.46.94.16,76207,33.21,-97.13
RK9F8IRD8M,0,0,0,Mastercard,Debit,Y,1,120.6655639,0,1,1,1,0,14,0,0,0,yopmail.com,1,1,7.611316913,111.46.217.57,46304,41.6,-87.05
CCL7N2HFPU,0,0,0,Amex,Credit,Y,4,39.48239268,0,1,1,1,1,14,0,0,0,outlook.com,1,1,14.15443256,90.61.52.213,95062,36.97,-121.98
JOLUWNDKF8,0,1,0,Mastercard,Credit,Y,2,75.23774024,0,0,0,1,1,8,0,0,1,yahoo.com,2,0,0,221.89.129.54,20003,38.89,-77.03
4E6OE2GHYI,0,0,1,JCB,Credit,Y,3,53.17830512,0,1,0,1,0,18,0,0,0,gmail.com,3,1,15.86781848,2.216.5.184,13126,43.45,-76.5
U6LDGC4EBB,0,0,0,Visa,Credit,Y,2,37.31649075,0,1,0,0,1,15,0,0,0,yopmail.com,1,0,0,209.107.43.11,49337,43.42,-85.8
HWEHT47VZU,0,0,0,Visa,Credit,Z,2,140.4378129,0,1,0,1,0,14,1,0,0,yopmail.com,1,0,0,90.189.61.3,18074,40.32,-75.51
VG3611SZEC,0,0,0,Visa,Credit,Y,4,38.01746127,0,1,0,1,0,14,1,0,0,yopmail.com,4,0,0,201.5.158.100,95205,37.96,-121.26
JIBVYJP8ZJ,0,0,0,Discover,Credit,Y,3,137.707331,0,1,0,1,1,16,1,0,0,gmail.com,2,0,0,207.125.101.199,44104,41.47,-81.67
4LQIVJPC9V,869.7390984,1,1,Mastercard,Credit,A,3,289.9130328,0,1,0,0,0,18,0,0,0,att.net,2,1,40.82400129,196.94.212.68,40160,37.82,-85.94
SP7JMPN0Y1,0,0,0,Mastercard,Credit,Y,2,137.4213889,0,1,0,1,0,14,0,1,1,yahoo.com,4,0,0,147.6.235.243,80913,38.86,-104.76
OPVNW6RO41,0,0,0,JCB,Credit,Y,3,48.58728399,1,1,0,1,1,10,0,1,0,yahoo.com,2,0,0,191.125.93.122,83001,43.47,-110.76
AP367MDYYK,83.82918354,0,1,Amex,Credit,Z,2,41.91459177,0,0,0,1,0,12,0,0,0,gmail.com,2,0,0,219.48.133.155,94134,37.72,-122.41
N6HDWFOD6U,0,0,0,Mastercard,Debit,Y,3,98.18257969,0,1,0,1,0,9,0,0,1,gmail.com,4,0,0,5.120.149.52,7801,40.88,-74.55
LDONQIO45T,0,1,0,Mastercard,Credit,Y,4,21.53653942,0,1,0,1,0,14,0,0,0,yahoo.com,2,0,0,3.142.103.181,92037,32.86,-117.24
WHA0KLTLB3,0,0,0,Visa,Credit,Y,2,107.9844704,1,1,0,1,0,20,0,0,1,outlook.com,1,0,0,205.117.20.193,74441,35.93,-95.14
VNRPKWHOVI,0,1,0,Amex,Credit,Y,1,52.8504116,0,1,0,1,0,13,1,0,0,outlook.com,3,1,23.94491504,195.92.134.162,23860,37.29,-77.29
VQ2OOXJW5Q,0,1,0,JCB,Credit,Y,1,108.9631843,1,1,0,1,0,9,0,0,1,yahoo.com,2,0,0,107.10.17.25,19026,39.94,-75.3
Z0I4JO4THU,0,0,0,Discover,Credit,Y,2,105.5012751,0,1,0,0,0,17,0,0,0,gmail.com,2,0,0,132.102.93.184,95127,37.37,-121.75
FU42MB1KIB,0,0,0,Visa,Credit,Z,3,23.84061797,0,1,0,1,0,13,0,0,1,xmaily.com,2,1,2.385324874,195.223.21.104,85021,33.55,-112.09
MT3G1PAODI,0,0,0,Visa,Credit,Y,3,101.2888987,0,0,0,1,0,12,0,1,0,gmail.com,2,1,70.65805935,18.217.247.9,97477,44.05,-123
8IXPOE9IOM,0,1,0,Mastercard,Credit,Y,3,98.80942122,0,1,0,1,0,23,0,0,0,yahoo.com,3,0,0,192.114.145.217,48021,42.46,-82.94
32C0SMLOYG,0,0,0,Amex,Credit,Y,1,62.76280224,0,1,0,1,0,15,0,0,0,gmail.com,2,0,0,69.3.129.232,93312,35.38,-119.22
P0XOKM1CB8,0,0,0,Visa,Credit,Z,3,51.33371154,0,1,0,1,0,16,0,0,0,outlook.com,2,1,6.848938062,162.113.139.189,20743,38.87,-76.9
ZMEKZGRP86,0,1,0,Visa,Other,Y,4,166.1495252,0,1,0,1,0,12,1,0,0,yahoo.com,2,1,10.55285144,194.169.170.217,42104,36.97,-86.44
